"","V1","V2"
"1",3000031,NA
"2",3000047,NA
"3",3000207,NA
"4",3000223,NA
"5",3000341,NA
"6",3000353,NA
"7",3000381,NA
"8",3000399,NA
"9",3000441,NA
"10",3000457,NA
"11",3000469,74.0503238623445
"12",3000472,74.5827105744414
"13",3000575,75.2559402398813
"14",3000587,76.1776270563571
"15",3000615,76.2018484871125
"16",3000633,74.2453734647963
"17",3000675,70.7063096633637
"18",3000706,68.9051988599543
"19",3000761,69.3081943367382
"20",3000851,69.7634667005563
"21",3000867,69.9376529336506
"22",3000985,70.0094479715494
"23",3000997,69.8193777411511
"24",3001025,69.7262558391464
"25",3001043,69.6825442691526
"26",3001062,69.7641109185546
"27",3001085,69.643572469658
"28",3001219,69.4050953625001
"29",3001277,68.7420470974516
"30",3001319,66.6316998392198
"31",3001335,64.8865233203364
"32",3001453,64.32525484743
"33",3001465,63.9751598258286
"34",3001493,62.1002255289496
"35",3001511,60.2274114315592
"36",3001552,61.4972527014005
"37",3001686,64.3925518466996
"38",3001698,65.865757968743
"39",3001726,65.6364754030035
"40",3001736,65.3292858605199
"41",3001744,65.2891624037297
"42",3001786,65.490477303104
"43",3001802,65.1854950776129
"44",3001900,64.0890744959574
"45",3001960,62.7553894310224
"46",3001978,62.3706405363001
"47",3002036,62.4076364080053
"48",3002051,61.9728939116957
"49",3002154,61.8094667138935
"50",3002212,64.4688417138935
"51",3002254,67.4289446739965
"52",3002270,68.6280413447912
"53",3002428,68.6296964258902
"54",3002488,70.0017327962974
"55",3002604,71.5555522407418
"56",3002738,71.8928538280434
"57",3002750,73.3626340478236
"58",3002778,74.3949834813358
"59",3002796,75.3242660470753
"60",3002837,76.2375161956196
"61",3002971,77.0769101350135
"62",3002983,77.8161958492992
"63",3003011,78.750719658823
"64",3003029,78.9709577540611
"65",3003071,78.8989880570914
"66",3003087,79.3864155232423
"67",3003185,80.2797679102435
"68",3003245,81.7922945626955
"69",3003263,82.6379712544248
"70",3003321,81.871252988171
"71",3003336,79.7689931653229
"72",3003439,78.5698964945281
"73",3003497,79.2963115888677
"74",3003539,79.6708639124177
"75",3003731,80.3061979071267
"76",3003906,80.0561979071267
"77",3003949,77.8977157642696
"78",3003965,76.4654240976029
"79",3004083,76.0487574309362
"80",3004123,76.276030158209
"81",3004183,76.6033028854817
"82",3004199,76.676517171196
"83",3004214,76.6704353906577
"84",3004257,78.0973893244051
"85",3004317,78.3369726577384
"86",3004319,77.452357273123
"87",3004357,76.6629799837457
"88",3004417,73.0915514123172
"89",3004447,70.4994461491593
"90",3004502,70.9444252849783
"91",3004550,72.2850811125268
"92",3004562,71.4219858744315
"93",3004590,69.7553192077649
"94",3004608,67.903467355913
"95",3004650,66.408758361204
"96",3004666,68.2659012183469
"97",3004681,69.9119610009556
"98",3004744,70.1506133761569
"99",3004784,69.7432059687494
"100",3004796,68.6182059687494
"101",3004824,67.1598726354161
"102",3004884,66.6390393020828
"103",3005118,67.1689306064306
"104",3005381,67.3550719107784
"105",3005543,68.562952345561
"106",3005555,69.7455216943708
"107",3005661,68.4074480033559
"108",3005701,69.0009353983139
"109",3005719,70.7687925411711
"110",3005761,70.7250554811297
"111",3005777,71.0801279448978
"112",3005789,72.3241755639454
"113",3005792,72.2140565163263
"114",3005847,73.1753660401359
"115",3005937,74.2616755639454
"116",3005953,73.3241755639454
"117",3005993,72.9437407813367
"118",3006071,72.668081827188
"119",3006111,72.6829700151986
"120",3006129,72.3616008932677
"121",3006305,72.4371369556459
"122",3006363,71.6864621918132
"123",3006405,70.0984668538179
"124",3006421,70.0681638235149
"125",3006551,70.0790333887323
"126",3006597,69.1690104590206
"127",3006654,70.4899480294511
"128",3006772,72.0797510677835
"129",3006784,72.2293113423438
"130",3006812,72.7392319772645
"131",3006830,73.0885909516234
"132",3006872,71.4439023069348
"133",3006888,70.8229607484932
"134",3007047,72.08157101078
"135",3007109,72.5246732516763
"136",3007125,72.3900669898167
"137",3007140,72.4061960220748
"138",3007301,73.5421609343555
"139",3007362,74.7680134870857
"140",3007402,76.2143826090166
"141",3007420,76.3471798799717
"142",3007462,76.6811879771377
"143",3007595,75.7691833151331
"144",3007607,73.4423434882932
"145",3007635,73.501867297817
"146",3007653,74.780602930001
"147",3007694,73.7537830066293
"148",3007828,72.6419211447674
"149",3007840,73.97450372735
"150",3007886,74.5300592829056
"151",3007928,74.5140336418799
"152",3008120,76.0694365722829
"153",3008295,77.5578231856695
"154",3008472,77.857134168804
"155",3008512,78.341611292987
"156",3008572,78.5109397770688
"157",3008588,79.3281440781441
"158",3009073,79.5424297924298
"159",3009232,78.5900488400489
"160",3009294,77.5003052503053
"161",3009310,77.243894993895
"162",3009325,77.2759462759463
"163",3009486,79.0579975579976
"164",3009547,81.004884004884
"165",3009587,81.6184371184371
"166",3009605,82.4517704517705
"167",3009647,84.9517704517705
"168",3009780,86.6184371184371
"169",3009792,83.2851037851038
"170",3009820,79.9517704517705
"171",3009880,79.3267704517705
"172",3010014,80.4636752136752
"173",3010026,80.6230158730159
"174",3010054,79.3537851037851
"175",3010072,78.5065628815629
"176",3010247,77.1871184371184
"177",3010259,76.2148962148962
"178",3010287,76.6315628815629
"179",3010297,76.6613247863248
"180",3010305,76.6697191697192
"181",3010347,76.3983516483516
"182",3010363,75.282967032967
"183",3010521,72.6675824175824
"184",3010612,71.0778388278388
"185",3010890,70.8735119047619
"186",3010930,68.8422619047619
"187",3011182,66.3422619047619
"188",3011533,63.4255952380952
"189",3011573,64.0505952380952
"190",3011591,66.4438879210221
"191",3011633,65.7121806039489
"192",3011649,64.6288472706156
"193",3011661,65.6288472706156
"194",3011664,67.3788472706156
"195",3011719,68.2121806039489
"196",3011809,69.6739861595045
"197",3011825,70.8024583817267
"198",3011865,70.9215060007743
"199",3011943,70.1774583817267
"200",3011983,68.9024857489954
"201",3012001,69.3920168050636
"202",3012177,70.2517585891012
"203",3012235,71.7100919224345
"204",3012277,72.434229853469
"205",3012293,71.78744387146
"206",3012423,70.6665199584165
"207",3012469,69.9522342441308
"208",3012685,72.5334030752996
"209",3012747,73.6934409540875
"210",3012763,71.8730649378274
"211",3012778,71.330262450979
"212",3012939,71.2779748692796
"213",3013000,69.8613082026129
"214",3013040,67.6390859803907
"215",3013058,66.8890859803907
"216",3013100,67.6495026470574
"217",3013233,67.4099193137241
"218",3013245,66.8099193137241
"219",3013273,65.8765859803907
"220",3013333,65.1079078194712
"221",3013467,65.7711545411807
"222",3013479,67.2447460904765
"223",3013507,69.1197460904765
"224",3013525,70.5252377890717
"225",3013700,71.0394251398407
"226",3013712,72.3981207920147
"227",3013740,73.1124065063004
"228",3013758,72.1221467660406
"229",3013800,72.1844282345721
"230",3013816,71.8679218243157
"231",3013914,68.9757649615706
"232",3013974,67.6113858766033
"233",3014050,69.2780525432699
"234",3014065,71.5002747654922
"235",3014168,72.7502747654922
"236",3014226,72.2815247654922
"237",3014268,71.4794414321588
"238",3014284,70.8483808260982
"239",3014442,72.5164655191829
"240",3014502,72.9438159465333
"241",3014736,70.8497988525162
"242",3014928,68.5085290112464
"243",3015103,65.9936480588654
"244",3015162,65.4075790352964
"245",3015174,65.583950857631
"246",3015280,66.8672250368679
"247",3015380,69.3672250368679
"248",3015396,71.1691730888159
"249",3015411,71.186933106576
"250",3015454,72.7823747020176
"251",3015514,76.8856885421735
"252",3015516,78.0505492232881
"253",3015554,77.2417256938763
"254",3015614,77.2417256938763
"255",3015805,77.2417256938763
"256",3015864,76.877142360543
"257",3015876,77.345892360543
"258",3015980,76.0769529666036
"259",3016022,74.5088682735189
"260",3016038,76.7065178461685
"261",3016156,77.7627442425111
"262",3016196,77.9690011638843
"263",3016256,79.2424291248123
"264",3016390,79.2893938470819
"265",3016402,78.5532934202149
"266",3016490,77.4609333992834
"267",3016682,74.9059883443384
"268",3016857,72.1440835824337
"269",3016916,71.8623375506876
"270",3017034,72.9271523655024
"271",3017074,73.1571718586798
"272",3017134,73.8256445108986
"273",3017150,73.3844680403104
"274",3017165,69.6344680403104
"275",3017208,67.1344680403104
"276",3017268,67.9678013736437
"277",3017270,66.301134706977
"278",3017308,65.5868489926913
"279",3017368,66.1430550816843
"280",3017398,64.492494253384
"281",3017559,64.8592323194795
"282",3017618,66.1192452393761
"283",3017630,65.8421797123106
"284",3017734,65.0513176836437
"285",3017777,64.7904451586505
"286",3017793,64.2083022105691
"287",3017805,65.1311717938161
"288",3017911,67.2806061531952
"289",3017951,68.3482269360799
"290",3018011,68.1675122606843
"291",3018027,67.1995635427356
"292",3018042,65.782896876069
"293",3018085,65.6440079871801
"294",3018145,68.294974170755
"295",3018147,69.4887840454786
"296",3018185,68.4482944032941
"297",3018245,70.2449847106227
"298",3018330,72.4568154330917
"299",3018378,73.8236862671756
"300",3018390,75.9742470954759
"301",3018418,77.2702997270548
"302",3018436,77.788156869912
"303",3018478,78.3245325312876
"304",3018494,78.566535898291
"305",3018509,78.3962237542947
"306",3018612,79.0928355668449
"307",3018624,78.8796729433049
"308",3018652,77.7064290601163
"309",3018846,76.9602368486601
"310",3018858,75.3727442411425
"311",3018946,74.9812158349082
"312",3019138,74.008993612686
"313",3019178,71.9256602793527
"314",3019196,71.1701189323791
"315",3019238,71.1772894498123
"316",3019254,71.6622235364413
"317",3019266,70.5599776735571
"318",3019269,68.8957659987072
"319",3019324,67.7034583063995
"320",3019413,66.4737012213792
"321",3019429,65.5131749055898
"322",3019469,64.9258733182882
"323",3019547,64.9026742950892
"324",3019587,65.1751101925251
"325",3019605,65.7988437284926
"326",3019781,65.7448346484265
"327",3019839,66.0789967942975
"328",3019881,67.0828352455658
"329",3019897,67.4616736968342
"330",3020027,68.3628018646367
"331",3020073,68.9763571973981
"332",3020130,70.003719427292
"333",3020248,71.8345275081
"334",3020260,73.411324893721
"335",3020288,72.2103445015641
"336",3020306,70.2659000571197
"337",3020347,71.8714556126752
"338",3020481,73.7131222793419
"339",3020493,74.8573530485727
"340",3020521,73.5871101335929
"341",3020539,71.4226364493824
"342",3020581,71.4295808938268
"343",3020597,71.3724227741687
"344",3020755,70.5583202100661
"345",3020773,69.3393485788605
"346",3020831,68.3814528970219
"347",3020846,68.0542935522713
"348",3020949,68.6050769497424
"349",3021007,69.1548099270455
"350",3021049,69.5681853384524
"351",3021065,69.7900909261704
"352",3021223,69.8174161962765
"353",3021283,69.7150879689483
"354",3021417,68.9444815651182
"355",3021429,69.12892705384
"356",3021517,69.0842841966971
"357",3021709,66.0699984824114
"358",3021780,63.7770209543215
"359",3021884,62.5340434262316
"360",3022061,63.7840434262316
"361",3022101,66.5276874940282
"362",3022161,66.5456371173804
"363",3022177,66.549808444748
"364",3022192,67.3393757090974
"365",3022235,66.6490772016348
"366",3022295,66.1490772016348
"367",3022297,64.9873124957524
"368",3022335,63.0755477898701
"369",3022395,63.3482750625973
"370",3022425,63.991372705695
"371",3022480,63.5153889093987
"372",3022528,63.5638760125733
"373",3022540,65.0219040956013
"374",3022568,66.0702882772092
"375",3022628,65.8858427884874
"376",3022762,65.5856580594234
"377",3022765,67.4134495208355
"378",3022802,68.732184624683
"379",3023054,69.1378884086199
"380",3023113,69.4245697323876
"381",3023125,69.2886842852806
"382",3023229,69.163899686559
"383",3023272,68.0728777098407
"384",3023288,67.3551579528227
"385",3023300,69.3756771733584
"386",3023406,71.041247348797
"387",3023446,72.8120806821303
"388",3023506,74.0977949678446
"389",3023537,73.1478190178687
"390",3023640,72.5371287821784
"391",3023652,73.0068776406259
"392",3023680,73.4794460479456
"393",3023740,72.4822655968178
"394",3023874,71.8572655968178
"395",3023886,72.4455008909354
"396",3023914,73.37856377126
"397",3023932,74.2293437384192
"398",3023973,74.659538543614
"399",3024107,74.1020382764675
"400",3024119,73.4128145798185
"401",3024147,72.9778431531025
"402",3024165,73.1656966469905
"403",3024207,74.5280102593041
"404",3024223,75.3158118747798
"405",3024321,74.5119069511804
"406",3024341,74.0194136988188
"407",3024381,74.0784369495793
"408",3024399,74.1143959419032
"409",3024441,74.3315382361732
"410",3024457,74.7945011991362
"411",3024472,75.2414190073553
"412",3024575,75.7439588251439
"413",3024587,75.7281522632847
"414",3024615,74.7817236918561
"415",3024675,74.8601550644051
"416",3024809,74.9385864369542
"417",3024821,73.029856278224
"418",3024849,71.2044594528272
"419",3024867,71.9742334641266
"420",3024908,73.626775837008
"421",3025042,73.7754172144629
"422",3025054,73.5342096203142
"423",3025082,71.5271290102923
"424",3025100,69.7338064180976
"425",3025142,70.904098849377
"426",3025158,71.7721316419186
"427",3025256,71.7918785935065
"428",3025276,70.6589808256724
"429",3025316,69.5660569056208
"430",3025334,68.5665980311619
"431",3025376,67.0913233058872
"432",3025392,66.4385594031233
"433",3025500,66.7218545393596
"434",3025509,67.3096229800692
"435",3025521,67.0318452022914
"436",3025549,67.1985118689581
"437",3025567,69.6429563134026
"438",3025609,72.837400757847
"439",3025743,73.7302579007041
"440",3025801,73.3731150435613
"441",3025843,73.8195436149899
"442",3025859,74.0600898334772
"443",3025977,75.2965151728438
"444",3026017,76.6806930558507
"445",3026077,76.399061217426
"446",3026211,76.7647311628244
"447",3026223,77.5203907850374
"448",3026269,78.9606879565376
"449",3026311,78.6625277833774
"450",3026546,77.7619866578363
"451",3026680,79.587261383111
"452",3026720,80.9929390387886
"453",3026780,81.4300039260097
"454",3026796,80.8096817558437
"455",3026811,80.8374595336215
"456",3026854,81.6707928669548
"457",3026914,81.6707928669548
"458",3026926,81.6707928669548
"459",3027014,80.2632298417447
"460",3027045,78.3556668165346
"461",3027100,77.3794763403442
"462",3027148,76.5968342512505
"463",3027160,76.7711518691165
"464",3027248,76.9312243785742
"465",3027264,75.5370813295791
"466",3027382,73.9024105120996
"467",3027394,72.9638640408795
"468",3027440,71.9913039642173
"469",3027482,72.7275876081096
"470",3027498,73.6696356630295
"471",3027513,72.4468286454857
"472",3027616,71.1235685722256
"473",3027628,70.7953164408761
"474",3027656,72.0146833571457
"475",3027716,73.5932089981713
"476",3027850,73.1765423315047
"477",3027890,72.0646237268535
"478",3027950,71.8902051222023
"479",3028084,73.0628057413974
"480",3028124,74.1937396939257
"481",3028184,73.9277140529001
"482",3028200,73.9383781200158
"483",3028318,72.2503242384135
"484",3028330,70.7609594365487
"485",3028358,72.2803523089345
"486",3028418,73.1677638790181
"487",3028449,73.3844106643145
"488",3028504,74.3253006566751
"489",3028552,74.8827047507476
"490",3028564,74.8702751697233
"491",3028652,73.9930821872671
"492",3028668,73.8740345682195
"493",3028766,74.7806279748129
"494",3028786,72.6652433594283
"495",3028798,69.6978288295138
"496",3028826,69.6184637501487
"497",3028886,70.373239497657
"498",3029020,70.5476581023082
"499",3029032,70.6910454167481
"500",3029060,70.7302660645214
"501",3029120,69.183791705547
"502",3029255,67.2602810057205
"503",3029267,68.6005065696303
"504",3029313,70.3156483929811
"505",3029355,70.1653475603962
"506",3029547,70.2925918526577
"507",3029590,70.4949061300472
"508",3029606,69.9603054650117
"509",3029724,69.2816970921263
"510",3029736,69.475762828757
"511",3029774,71.1994470392833
"512",3029824,72.0833268207041
"513",3029840,70.9708297905306
"514",3029855,71.8494529789364
"515",3029898,73.8254630799465
"516",3029958,74.3431398476233
"517",3029970,74.3431398476233
"518",3029998,74.3431398476233
"519",3030058,74.2918577963412
"520",3030089,74.8864090783925
"521",3030144,77.8239090783925
"522",3030193,80.6324930382923
"523",3030205,81.3868052895086
"524",3030293,81.5323517974343
"525",3030309,82.0655033473769
"526",3030427,83.0155807467577
"527",3030439,83.1979951026603
"528",3030485,81.6664431702931
"529",3030527,80.2775542814042
"530",3030543,80.8038700708779
"531",3030558,81.1366374732549
"532",3030661,80.8205361655787
"533",3030673,80.368602480836
"534",3030701,80.9246383833393
"535",3030761,81.9074576474086
"536",3030895,82.1953364352874
"537",3030907,82.3858126257635
"538",3030935,81.1358126257635
"539",3030995,80.3858126257635
"540",3031110,80.4096221495731
"541",3031242,79.8156780501942
"542",3031282,77.7336387127201
"543",3031342,76.2105294690226
"544",3031358,77.2286290165339
"545",3031476,77.805552093457
"546",3031488,78.0687099881938
"547",3031516,78.3594414123424
"548",3031576,80.8870149417542
"549",3031607,84.0120149417542
"550",3031710,82.1370149417542
"551",3031722,79.7234204717081
"552",3031810,80.0106203529418
"553",3031826,80.4173806133125
"554",3031944,80.5018187446257
"555",3031956,78.5945766811336
"556",3032002,76.506779062086
"557",3032044,75.4904100144669
"558",3032060,75.241810574691
"559",3032075,74.2789254206294
"560",3032138,72.9956621153072
"561",3032178,72.2170571950783
"562",3032190,73.0922095721608
"563",3032218,74.2847661169819
"564",3032278,73.0711143840994
"565",3032403,72.0679319229961
"566",3032424,71.6718923190357
"567",3032452,72.113068789624
"568",3032470,72.5542452602122
"569",3032512,72.5542452602122
"570",3032646,75.0542452602122
"571",3032746,77.9113881173551
"572",3032880,78.7230764290434
"573",3032892,79.8807468835888
"574",3032920,78.3616496613666
"575",3032938,77.9251417248587
"576",3033113,78.929606010573
"577",3033125,76.3626417248587
"578",3033153,73.6945744979679
"579",3033213,74.2407929853629
"580",3033229,73.5002467668755
"581",3033387,72.0255735642611
"582",3033478,72.4834525881448
"583",3033579,72.8533960433237
"584",3033622,74.0670477762062
"585",3033756,72.5702302373094
"586",3033796,68.4662698412698
"587",3033856,66.172152194211
"588",3033872,65.4832977050469
"589",3034048,64.4067426811235
"590",3034119,63.7249244993053
"591",3034224,63.5999244993053
"592",3034236,63.2722217966026
"593",3034282,61.8195190938999
"594",3034324,63.0695190938999
"595",3034340,64.4792935299901
"596",3034355,64.0140679660803
"597",3034458,66.2769990005631
"598",3034470,68.5399300350459
"599",3034498,68.2274300350459
"600",3034558,69.1543368147069
"601",3034692,69.0742991499234
"602",3034704,67.5526488231261
"603",3034732,67.5208974862277
"604",3034750,66.2806377459679
"605",3034792,65.9949234602536
"606",3034926,67.6913520316822
"607",3034984,68.7189352872066
"608",3035026,68.2909806595616
"609",3035042,68.0886895296389
"610",3035057,67.7507708693518
"611",3035120,67.3494550798781
"612",3035160,65.6705788352124
"613",3035172,65.2482815379151
"614",3035200,66.1411386807723
"615",3035260,66.9087835995208
"616",3035394,67.9318271893656
"617",3035406,68.160542773434
"618",3035434,69.1570215418218
"619",3035494,70.0330273125815
"620",3035629,68.3786073054073
"621",3035641,68.3058671924129
"622",3035669,70.6122397414325
"623",3035687,71.2623421421607
"624",3035729,71.7147029462502
"625",3035862,73.5477962642226
"626",3035902,75.132202607405
"627",3036038,74.4134428812924
"628",3036050,74.2802519981015
"629",3036078,73.0590981519476
"630",3036088,70.0788349940529
"631",3036096,68.4801507835266
"632",3036137,69.361729730895
"633",3036271,69.486729730895
"634",3036283,68.5938725880378
"635",3036311,67.273596090342
"636",3036329,66.3229209215498
"637",3036370,66.5812743029986
"638",3036384,66.4885311667947
"639",3036502,65.0916920627017
"640",3036542,65.8192052902149
"641",3036602,68.8886497346594
"642",3036736,69.0830941791038
"643",3036748,68.1343859724169
"644",3036794,68.0294277657299
"645",3036836,68.4820487334719
"646",3036922,67.9512138188609
"647",3036970,67.4365079365079
"648",3036982,67.4365079365079
"649",3037070,69.9365079365079
"650",3037204,73.9365079365079
"651",3037216,76.0615079365079
"652",3037244,75.9365079365079
"653",3037262,75.1865079365079
"654",3037304,74.3531746031746
"655",3037438,75.2420634920635
"656",3037450,76.4642857142857
"657",3037538,76.4955357142857
"658",3037624,76.1934523809524
"659",3037672,76.8985805860806
"660",3037684,77.8656135531136
"661",3037730,77.4330738705739
"662",3037772,77.7088675213675
"663",3037788,78.1136294261294
"664",3037803,77.5481532356532
"665",3037906,77.2148199023199
"666",3037918,NA
"667",3037946,NA
"668",3037964,NA
"669",3038006,NA
"670",3038022,NA
"671",3038092,NA
"672",3038140,NA
"673",3038152,NA
"674",3038240,NA
"675",3038256,NA
